,base_asset,compare_asset,label,hedge_ratio,p_value
45,ASET,INDY,0,0.6890061079831784,0.029292086316226568
65,CIBR,ESGU,0,0.4811221055635951,0.006057279748746011
67,CIBR,FEX,0,0.5436384267011859,0.02421971233693747
83,CIBR,VTHR,0,0.23713539552953056,0.02105895502910402
82,CIBR,VONG,0,0.6712140890632566,0.04500165066738263
81,CIBR,VONE,0,0.23392200542395894,0.015998601064017754
80,CIBR,TDIV,0,0.8167772994219948,0.04558945400743448
79,CIBR,RTH,0,0.26711000035671745,0.0089524659264412
169,FID,FNK,0,0.36439604530822295,0.044348047168540516
78,CIBR,RDVY,0,1.0037080288999976,0.00818427579879566
77,CIBR,PTNQ,0,0.8060018629171047,0.04724376293443644
76,CIBR,ONEQ,0,0.8734397826471684,0.0311093140969256
75,CIBR,NZAC,0,1.525401663346508,0.004117213004278952
74,CIBR,NXTG,0,0.6453165946753293,0.028704980403197636
73,CIBR,KRMA,0,1.4871187993520552,0.0018319828425484806
72,CIBR,IUSG,0,0.4711000495859776,0.00039234663113872745
71,CIBR,FV,0,0.9784694796686312,0.021696855630008716
70,CIBR,FTCS,0,0.6058919807832281,0.01571266205116889
69,CIBR,FTC,0,0.4408790572598401,0.0037428014000140597
68,CIBR,FNX,0,0.4814727428159153,0.047956311801451594
66,CIBR,FAD,0,0.4208288699880134,0.03063647414336428
44,ASET,IJT,0,0.2594586024929678,0.04438655993806607
43,ASET,FVC,0,0.9126420091149557,0.0032582340531299605
42,ASET,FTXG,0,1.2782211502011793,0.031503435182498755
17,AGNG,ONEQ,0,0.5413255155765264,0.04158786791378514
16,AGNG,JSMD,0,0.45857758152812117,0.030711753944614166
15,AGNG,FNY,0,0.43337647409789953,0.025118886717816796
14,AGNG,CIBR,0,0.6203864283596835,0.03924240531994162
13,ACWX,VTWO,0,0.6496284726349341,0.01398079915212468
12,ACWX,PFI,0,1.131533874877154,0.03138152050995128
11,ACWX,IPKW,0,1.4211547381420675,0.044376912923009944
10,ACWX,IJT,0,0.43035989058096585,0.03797461982337973
9,ACWX,FTXR,0,1.7479562442532985,0.01140058094400752
8,ACWX,FNY,0,0.7887624918041826,0.04493546666517673
7,ACWX,CSA,0,0.8470149344576348,0.04601307561908406
6,ACWI,VONG,0,1.4070803182766631,0.046336011824458484
5,ACWI,PSL,0,1.0719249460600235,0.030060887401480517
4,ACWI,IUSG,0,0.9909202365214705,0.04762524453666044
3,ACWI,DGRS,0,2.2326010094186315,0.019702252218139375
2,ACWI,CIBR,0,2.0992722430611304,0.012624650513226298
1,AAXJ,IMOM,0,2.6510743902724996,0.0049174374272317745
18,AGNG,PDP,0,0.3344515286667499,0.04262828223881885
19,AGNG,PIO,0,0.773658070390191,0.028393248324670835
20,AGNG,PTNQ,0,0.5024756710463288,0.04029758437418809
21,AGNG,QQEW,0,0.2754343781467946,0.00618053057478477
41,ASET,FTCS,0,0.41921908799451674,0.03977024367900268
40,ASET,CSB,0,0.6132455597109593,0.0031005555633425268
39,ASET,CSA,0,0.5109762721969264,0.0439896791962229
38,ASET,CIBR,0,0.6774759686491365,0.042576083327912115
37,ASET,CFO,0,0.4907389081853937,0.004007276635260982
36,ALTY,VTWV,0,0.08554313993705427,0.048875286580028474
35,ALTY,QVAL,0,0.31016353393819523,0.04238878934613894
34,ALTY,PKW,0,0.1257674548541634,0.03826011587859815
84,CIL,CSA,0,0.6733526769151745,0.03516265672894529
33,ALTY,INDY,0,0.24536569904868866,0.02649028169235242
31,ALTY,DGRS,0,0.2600423751837942,0.043013150354563386
30,ALTY,DDIV,0,0.3810793919965648,0.027576488858500735
29,AIA,FPXI,0,1.3979216891110284,0.036361406792946305
26,AGNG,XT,0,0.5119959543256468,0.04082891624369906
25,AGNG,SNSR,0,0.892187276361296,0.042931039983593225
24,AGNG,RTH,0,0.16642129920619297,0.020856699842334864
23,AGNG,QQXT,0,0.3551507636507963,0.045348634191343676
22,AGNG,QQQE,0,0.3844502714363083,0.0039221585048084895
32,ALTY,IMCV,0,0.17675870644224329,0.04253107795535708
85,CIL,DGRS,0,0.9626302302555368,0.03549321327820614
359,VTWO,VXUS,0,1.3624073854531233,0.024458260390139323
87,CIL,FTXR,0,1.3895263929235884,0.0060690772231577275
144,EMIF,SRET,0,0.9752861076816328,0.04666482046334109
143,EMIF,SNSR,0,0.7876141223416278,0.04446499982028503
142,EMIF,SDG,0,0.3129233718427111,0.0264565359300391
141,EMIF,RTH,0,0.1451615636231984,0.046874909714367745
140,EMIF,QQXT,0,0.31425356260362086,0.03626838760311494
139,EMIF,PUI,0,0.7464475020014809,0.04913224045370592
138,EMIF,IBB,0,0.17708617488285844,0.04256628361485176
137,EMIF,FTXH,0,0.9627322272245729,0.010764459776117629
145,EMIF,XT,0,0.454718069331167,0.037015142077829535
136,EMIF,FTXG,0,1.0513371089776125,0.044304916364173164
130,EFAS,SMCP,0,0.46524706375248404,0.019798587905683018
86,CIL,FAD,0,0.38144127920099746,0.044042191939022396
128,EFAS,KBWD,0,0.9509618383408284,0.033306633862186706
127,EFAS,FNK,0,0.31070328521400215,0.04704583065348128
126,EEMA,IMOM,0,2.5888312057621126,0.00197882707549097
125,DVY,PEY,0,5.918621194030455,0.025604899776712136
124,DGRW,PPH,0,0.7904230883964272,0.02197264198198919
123,DGRS,VTHR,0,0.2232621220443798,0.04205851437336846
135,EMIF,FCVT,0,0.7399439550628607,0.04956466806400037
146,ESGD,INDY,0,1.6202912713340094,0.045621163673406
147,ESGD,PSC,0,1.7185720010477032,0.04778734645715918
148,FAB,FTA,0,1.065608214869777,0.01824137149250203
167,FEX,PKW,0,0.9463385967665274,0.010296423373546486
166,FEX,INDY,0,1.8271059258695883,0.025978518590709238
165,FEX,FV,0,1.7945474410201505,0.01900632400181783
164,FEUZ,SMCP,0,1.4154469211144953,0.012244796750137132
163,FEUZ,RFEM,0,0.671269543481863,0.04014888177509966
162,FEUZ,FKU,0,1.152628441851573,0.045504981117078624
161,FEP,SMCP,0,1.2307262516680946,0.03695609964196966
160,FEP,RFDI,0,0.591904381573644,0.030248011883506936
159,FEP,PIE,0,1.730187239329322,0.031102820715723217
158,FEP,FTXR,0,1.2343336997746213,0.03965194668558845
157,FDTS,FTXR,0,1.3733850018791238,0.027367654824525717
156,FCEF,PFI,0,0.42522087806661196,0.00018576145211696252
155,FCEF,ISHP,0,0.6606962608856786,0.04010342745018249
154,FCEF,FTXR,0,0.6555278387757721,0.03834219912100668
153,FCEF,FTC,0,0.1884985831102733,0.047817545596929564
152,FAD,VIGI,0,1.3907184943610535,0.03799070297571124
151,FAD,PSL,0,1.1990936286280063,0.045740026608659196
150,FAD,PFI,0,2.33975607964646,0.03830449222263747
149,FAB,INDY,0,1.5345075466551206,9.831050377514798e-05
122,DGRS,VONV,0,0.6275895896415656,0.01047989720941242
121,DGRS,VONE,0,0.2200238357015523,0.0412659466671882
129,EFAS,QVAL,0,0.3855499285764227,0.010757934204194393
119,DGRS,RDVY,0,0.9461934911930866,0.034045283463890116
108,DGRS,FEX,0,0.5150529520748135,0.008944577494589816
107,DGRS,ESGU,0,0.4522444501415603,0.0481021125899818
94,CIL,VTWO,0,0.516186870439019,0.02628199091534148
106,DGRE,VTWG,0,0.13679353345292183,0.040552511964650796
105,DGRE,SCZ,0,0.4016227709246023,0.015181143846011108
120,DGRS,TDIV,0,0.7666031118597129,0.04768642426799431
96,CSA,FNX,0,0.6520521383577549,0.03506106045710144
104,DGRE,RFDI,0,0.4218422830177419,0.04847080976043614
102,DGRE,FEP,0,0.7123032645352396,0.04350954067660654
101,CSB,INDY,0,1.1212024401710579,0.013689993815071721
100,CSB,FVC,0,1.4802938241032957,0.0022895964681811172
99,CSA,PSC,0,1.4315651026846983,0.004603593016611386
98,CSA,PRFZ,0,1.7682163109379327,0.004498354620175636
95,CIL,VTWV,0,0.31642654368989337,0.028152039691632387
103,DGRE,IMOM,0,0.8743502978492019,0.018999400126921168
109,DGRS,FNX,0,0.45658595596315754,0.012336469910944153
97,CSA,INDY,0,1.34567034589093,0.00028347981763964626
111,DGRS,INDY,0,0.9428992614781948,7.83631846560292e-05
88,CIL,IJT,0,0.3419989356728413,0.028161794264662608
118,DGRS,QYLD,0,2.7351488369093615,0.04166352902648507
117,DGRS,PSL,0,0.47923966525190503,0.007185208298438463
89,CIL,IPKW,0,1.129634599983149,0.014922364472903502
90,CIL,NXTG,0,0.5882767377323158,0.0433250024457651
116,DGRS,PSC,0,1.0024450875717494,0.019996914787374625
115,DGRS,PRFZ,0,1.2384400764203665,0.046588005941676065
110,DGRS,FTC,0,0.41502425804905946,0.04509302892718366
92,CIL,PRFZ,0,1.1913707701084015,0.018564551804548864
91,CIL,PFI,0,0.8990748519411841,0.043044272300483494
114,DGRS,PKW,0,0.4870362340458205,0.010798889973688256
113,DGRS,NZAC,0,1.446892448293027,0.030238796869980662
112,DGRS,KRMA,0,1.4024362456452253,0.047545304621978354
93,CIL,PSC,0,0.9631217858564651,0.03330197778417281
262,GNMA,MBB,1,0.4679499803127616,0.0069860594630308265
345,SHV,VRIG,1,4.58964057573143,0.023927825243691195
346,SHY,VCSH,1,1.0858563054864216,0.027374878276973585
347,SKOR,VGSH,1,0.8012669379729582,0.033541784290372925
263,HISF,SHY,1,0.5210487160191569,0.0477259636873718
265,HISF,VTIP,1,0.9282634093242781,0.009157565578937696
357,VCSH,VGSH,1,1.301596943167397,0.010550483186187364
348,SLQD,VGSH,1,0.8269509522576974,0.020179015697281158
194,FMB,PFF,1,1.677268841621876,0.03149908072156772
270,IGSB,VCSH,1,0.6616311660500058,0.004761449240605999
221,FTSM,SHV,1,0.5394586058649564,0.01001635600748269
54,BND,VGIT,1,1.2338529202939454,0.01243362682021084
292,ISTB,VGSH,1,0.8126551589881046,0.013673864468745864
291,ISTB,SHY,1,0.574685018662227,0.02812516425900906
131,EMB,MBB,1,0.9231707504938362,0.048465548857323126
132,EMCB,ISTB,1,1.3108478211824937,0.009411699857267043
133,EMCB,SHY,1,0.7529556118380235,0.0016643067687833405
134,EMCB,VGSH,1,1.0647834369645082,0.0022469290832435444
319,PFF,SHY,1,0.36933192707119217,0.011080401758733692
320,PFF,SLQD,1,0.6318718517198417,0.03770857730760628
321,PFF,VCSH,1,0.401489719948504,0.03164308654914121
322,PFF,VGSH,1,0.5222899468634253,0.005076789118874017
28,AGZD,VRIG,1,0.9000356727846848,0.009586875603736849
27,AGZD,SHV,1,0.19600951961053767,0.0357437377298574
271,IGSB,VGSH,1,0.8611524574484635,0.005960278259697694
269,IGSB,SHY,1,0.6089675397523648,0.027209976263089963
264,HISF,VGSH,1,0.7368278943122122,0.0419841332411565
