Date,Open,Adj Close,Returns,Range,MA_12,MA_21,HMM,MA_Signal,HMM_Signal,Main_Signal,lrets_bench,bench_prod,bench_prod_exp,lrets_strat,lrets_prod,strat_prod_exp
2018-05-18,8091.830078125,8250.9697265625,0.019353065575076878,0.03753066521450488,8715.713338216146,9043.29382905506,0,0.0,1,0.0,0.019168176638719434,0.019168176638719434,0.019353065575076878,0.0,0.0,0.0
2018-05-19,8255.73046875,8247.1796875,-0.0004593446816679725,0.02306017345027156,8621.894165039062,8990.85093470982,0,0.0,1,0.0,-0.0004594502127542603,0.018708726425965175,0.018884831165663085,-0.0,0.0,0.0
2018-05-20,8246.990234375,8513.25,0.03226197592169289,0.04352948989581962,8561.763305664062,8947.71616908482,0,0.0,1,0.0,0.031752487481541386,0.05046121390750656,0.05175606905570773,0.0,0.0,0.0
2018-05-21,8522.330078125,8418.990234375,-0.011072124702669384,0.023000197411054968,8486.247517903646,8908.594284784227,0,0.0,1,0.0,-0.011133876917273966,0.039327336990232595,0.040110894702333644,-0.0,0.0,0.0
2018-05-22,8419.8701171875,8041.77978515625,-0.04480471395234409,0.05230379580049993,8402.734130859375,8857.297619047618,3,0.0,1,0.0,-0.045839471398213046,-0.006512134407980451,-0.006490976413521143,-0.0,0.0,0.0
2018-05-23,8037.080078125,7557.81982421875,-0.060180703011888936,0.07282752014842742,8329.094930013021,8777.388090587798,3,0.0,1,0.0,-0.06206765944472573,-0.06857979385270618,-0.06628104790161071,-0.0,0.0,0.0
2018-05-24,7561.1201171875,7587.33984375,0.0039058908809461723,0.05557934418641053,8252.632446289062,8674.69663783482,0,0.0,1,0.0,0.0038982826938899168,-0.06468151115881626,-0.06263404356124302,0.0,0.0,0.0
2018-05-25,7592.2998046875,7480.14013671875,-0.014128760440268784,0.036047998741359555,8148.982421875,8568.952845982143,0,0.0,1,0.0,-0.014229521588760126,-0.07891103274757638,-0.0758778626046297,-0.0,0.0,0.0
2018-05-26,7486.47998046875,7355.8798828125,-0.016612022186092146,0.03347884306409443,8035.5732421875,8449.797107514882,0,0.0,1,0.0,-0.016751549202161684,-0.09566258194973806,-0.0912294000537004,-0.0,0.0,0.0
2018-05-27,7362.080078125,7368.22021484375,0.0016776146739541087,0.01523599002506626,7940.3932698567705,8340.912365141368,0,0.0,1,0.0,0.0016762090503006405,-0.09398637289943743,-0.08970483315997246,0.0,0.0,0.0
2018-05-28,7371.31005859375,7135.990234375,-0.03151778498705937,0.04480560350082641,7837.6566162109375,8234.387625558036,0,0.0,1,0.0,-0.032025159738966816,-0.12601153263840426,-0.11839532050319579,-0.0,0.0,0.0
2018-05-29,7129.4599609375,7472.58984375,0.047169292322396306,0.06145246087703282,7785.845784505208,8150.471888950893,0,0.0,1,0.0,0.046090611580090195,-0.07992092105831405,-0.07681065166321854,0.0,0.0,0.0
2018-05-30,7469.72998046875,7406.52001953125,-0.008841623265862797,0.03557344104148852,7715.4749755859375,8059.107142857143,0,0.0,1,0.0,-0.008880942351451794,-0.08880186340976584,-0.0849731440842697,-0.0,0.0,0.0
2018-05-31,7406.14990234375,7494.169921875,0.011834154516914053,0.03365923757299383,7652.7241617838545,7985.308547247024,0,0.0,1,0.0,0.011764678499798073,-0.07703718490996776,-0.07414457488423687,0.0,0.0,0.0
2018-06-01,7500.7001953125,7541.4501953125,0.006308940673935393,0.02664791151513035,7571.7408447265625,7942.449497767857,0,0.0,1,0.0,0.006289122618005123,-0.07074806229196264,-0.06830340793454037,0.0,0.0,0.0
2018-06-02,7536.72021484375,7643.4501953125,0.013525250098900043,0.026485718610210984,7507.1125081380205,7901.428571428572,0,0.0,1,0.0,0.01343460036267325,-0.057313461929289385,-0.05570197851056213,0.0,0.0,0.0
2018-06-03,7632.08984375,7720.25,0.010047792910929054,0.01863251696147894,7480.318359375,7853.6337890625,0,0.0,1,0.0,0.009997649447416887,-0.0473158124818725,-0.04621386754443624,0.0,0.0,0.0
2018-06-04,7722.52978515625,7514.47021484375,-0.026654549419546036,0.03743354112287367,7476.705891927083,7796.380464099702,0,0.0,1,0.0,-0.02701622323891649,-0.07433203572078899,-0.07163660714765074,-0.0,0.0,0.0
2018-06-05,7500.89990234375,7633.759765625,0.015874645500039364,0.03328781674580905,7480.57421875,7754.636648995535,0,0.0,1,0.0,0.015749961130953748,-0.05858207458983524,-0.05689916739090595,0.0,0.0,0.0
2018-06-06,7625.97021484375,7653.97998046875,0.002648788469189478,0.023783014916054945,7495.060872395833,7720.5961681547615,0,0.0,1,0.0,0.002645286611436144,-0.0559367879783991,-0.054401092780207994,0.0,0.0,0.0
2018-06-07,7650.81982421875,7678.240234375,0.0031696259943396754,0.011822287988821678,7521.924235026042,7700.782854352678,0,0.0,1,0.0,0.0031646133192780724,-0.05277217465912103,-0.05140389790366495,0.0,0.0,0.0
2018-06-08,7685.14013671875,7624.919921875,-0.006944340222814094,0.018494660360475645,7543.3158772786455,7670.970958891369,0,0.0,1,0.0,-0.006968564365645907,-0.05974073902476693,-0.05799127197065712,-0.0,0.0,0.0
2018-06-09,7632.52001953125,7531.97998046875,-0.012188972783781837,0.020127522650002394,7576.315022786458,7636.913829985119,0,0.0,1,0.0,-0.012263867528105044,-0.07200460655287197,-0.06947339071869174,-0.0,0.0,0.0
2018-06-10,7499.5498046875,6786.02001953125,-0.09903902597615177,0.11782258959583847,7519.1008707682295,7554.664783296131,3,0.0,1,0.0,-0.1042933363808614,-0.17629794293373335,-0.16163183974680362,-0.0,0.0,0.0
